age,gender,degree,born_US,Family_income,nation_education,nation_race,nation_arms,nation_welfare,Assistance_to_the_poor,Assistance_to_other_countries,social_security,pres16,tax,Immigration,age_group,race
65,NA,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,60-69 years old,White
62,Male,High School,Yes,"$90,000 ~ $129,999",Too much,Too much,About right,Too much,NA,NA,Too much,Trump,1,NA,60-69 years old,White
41,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,NA,Disagree,40-49 years old,White
43,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,Too little,Clinton,1,NA,40-49 years old,Hispanic
64,Male,High School,Yes,"$60,000 ~ $89,999",Too little,About right,Too little,About right,NA,NA,Too little,Clinton,1,NA,60-69 years old,White
35,Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,NA,NA,30-39 years old,White
57,Female,High School,No,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,50-59 years old,Black
30,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too much,NA,NA,Too little,Clinton,1,NA,30-39 years old,White
30,Male,Bachelors,Yes,"$170,000 or over",Too much,Too much,About right,Too much,NA,NA,Too much,Trump,1,Neither,30-39 years old,White
38,Female,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,NA,30-39 years old,White
63,Female,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,NA,Disagree,60-69 years old,White
28,Male,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,20-29 years old,White
59,Female,High School,Yes,"Under $10,000",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,3,NA,50-59 years old,Hispanic
61,Male,Graduate,Yes,NA,NA,NA,NA,NA,About right,Too much,About right,Clinton,NA,NA,60-69 years old,White
54,Female,Bachelors,No,"$170,000 or over",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,NA,50-59 years old,White
71,Male,High School,Yes,"$60,000 ~ $89,999",About right,Too much,Too little,Too much,NA,NA,About right,Trump,2,Neither,70-79 years old,White
41,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too much,NA,NA,Too little,Clinton,1,NA,40-49 years old,Black
61,Female,Graduate,Yes,"$170,000 or over",Too much,About right,About right,About right,NA,NA,About right,Clinton,1,Neither,60-69 years old,White
71,Female,High School,Yes,"$130,000 ~ $169,999",About right,About right,Too little,Too much,NA,NA,About right,Trump,NA,Strongly agree,70-79 years old,White
60,Male,High School,Yes,"$60,000 ~ $89,999",Too little,About right,Too little,Too little,NA,NA,Too little,Clinton,2,NA,60-69 years old,White
NA,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too little,About right,Clinton,2,NA,NA,White
NA,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,Too much,Other,1,NA,NA,Asian
56,Female,Associate College,Yes,"$90,000 ~ $129,999",Too much,Too much,Too little,Too much,NA,NA,About right,Trump,1,NA,50-59 years old,White
NA,Male,High School,Yes,"Under $10,000",NA,NA,NA,NA,Too much,Too much,Too little,Trump,NA,NA,NA,White
54,Female,High School,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,NA,50-59 years old,Other
42,Female,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,NA,Strongly disagree,40-49 years old,White
74,Female,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,70-79 years old,Asian
68,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too much,Too much,Too little,Clinton,1,Strongly agree,60-69 years old,White
41,Female,Bachelors,Yes,"$60,000 ~ $89,999",About right,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,NA,40-49 years old,White
29,Female,Bachelors,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too much,Too much,About right,Trump,NA,NA,20-29 years old,White
34,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too much,Too much,About right,Clinton,2,NA,30-39 years old,Hispanic
55,Female,High School,Yes,"$40,000 ~ $59,999",NA,Too little,About right,About right,NA,NA,Too little,Trump,NA,Neither,50-59 years old,White
86,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,80-89 years old,White
56,Male,Bachelors,Yes,NA,NA,NA,NA,NA,About right,Too much,About right,Trump,1,NA,50-59 years old,White
36,Male,Bachelors,No,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,About right,Other,1,NA,30-39 years old,White
83,Male,Graduate,Yes,"$20,000 ~ $39,999",Too little,About right,About right,Too little,NA,NA,About right,Trump,NA,Disagree,80-89 years old,White
71,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,Strongly agree,70-79 years old,White
55,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,50-59 years old,White
59,Male,High School,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,50-59 years old,White
76,Male,Less than high school,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,NA,70-79 years old,White
NA,Female,Bachelors,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,NA,NA,NA,White
52,Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,About right,Clinton,1,Strongly agree,50-59 years old,White
NA,Female,Less than high school,Yes,"$10,000 ~ $19,999",About right,Too much,About right,Too much,NA,NA,Too little,Trump,2,NA,NA,White
74,Male,Bachelors,Yes,"$10,000 ~ $19,999",Too little,About right,About right,About right,NA,NA,Too little,Trump,NA,Agree,70-79 years old,White
56,Male,High School,Yes,NA,Too little,About right,About right,About right,NA,NA,Too little,Trump,NA,Agree,50-59 years old,White
68,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too little,About right,Clinton,2,Disagree,60-69 years old,White
50,Male,High School,Yes,"$40,000 ~ $59,999",Too little,About right,About right,About right,NA,NA,Too little,Trump,1,Agree,50-59 years old,White
55,Female,Associate College,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,About right,Trump,1,Agree,50-59 years old,White
24,Female,High School,Yes,NA,NA,NA,NA,NA,Too little,Too little,About right,Clinton,2,NA,20-29 years old,White
70,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,70-79 years old,White
38,Male,Associate College,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Did not vote,2,Strongly disagree,30-39 years old,Black
NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,Too much,Too little,Clinton,2,NA,NA,White
NA,Male,High School,Yes,NA,Too little,Too little,Too little,Too little,NA,NA,Too little,Clinton,1,Agree,NA,White
25,Female,Graduate,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,About right,Too much,About right,Other,NA,NA,20-29 years old,White
25,NA,Bachelors,Yes,NA,Too little,Too little,Too much,Too little,NA,NA,Too little,Other,1,NA,20-29 years old,NA
74,Female,Graduate,Yes,NA,About right,About right,About right,Too much,NA,NA,About right,Clinton,NA,NA,70-79 years old,White
67,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,About right,Trump,2,Agree,60-69 years old,White
70,Male,Graduate,Yes,"$40,000 ~ $59,999",Too little,About right,Too little,About right,NA,NA,Too little,Trump,2,NA,70-79 years old,White
50,Male,High School,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,NA,50-59 years old,White
26,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too much,Other,1,Disagree,20-29 years old,White
48,Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,2,NA,40-49 years old,White
64,Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,60-69 years old,White
NA,NA,Less than high school,NA,Refused,NA,NA,NA,NA,About right,About right,About right,Trump,2,NA,NA,White
54,Female,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,50-59 years old,White
63,Female,Bachelors,Yes,NA,Too little,About right,Too little,About right,NA,NA,Too little,Trump,1,Agree,60-69 years old,White
70,Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Agree,70-79 years old,White
59,Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too much,Too much,About right,Clinton,2,NA,50-59 years old,White
59,Male,High School,Yes,"$10,000 ~ $19,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,2,NA,50-59 years old,White
NA,Female,High School,Yes,NA,Too much,Too little,About right,About right,NA,NA,About right,Trump,2,NA,NA,White
82,Male,Graduate,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,NA,Agree,80-89 years old,White
44,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,About right,Too much,Too much,NA,NA,Too little,Clinton,1,Neither,40-49 years old,White
62,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,Disagree,60-69 years old,White
74,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too little,About right,Clinton,2,NA,70-79 years old,White
78,Female,Associate College,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,Agree,70-79 years old,White
36,Female,High School,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,30-39 years old,Black
70,Male,Associate College,Yes,"$40,000 ~ $59,999",Too much,Too much,About right,Too much,NA,NA,About right,Trump,1,NA,70-79 years old,White
78,Male,Less than high school,Yes,"$40,000 ~ $59,999",Too little,Too much,Too little,About right,NA,NA,Too little,Trump,2,Agree,70-79 years old,White
65,Female,Less than high school,Yes,"$10,000 ~ $19,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,NA,Disagree,60-69 years old,Black
60,Male,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,1,Strongly disagree,60-69 years old,White
70,Male,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,Too little,Other,1,Neither,70-79 years old,White
61,Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,Disagree,60-69 years old,White
70,Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,2,Strongly agree,70-79 years old,White
60,Female,Bachelors,Yes,NA,About right,About right,Too little,Too much,NA,NA,About right,Trump,NA,Strongly agree,60-69 years old,White
30,Female,Less than high school,Yes,"Under $10,000",About right,Too much,About right,About right,NA,NA,Too little,Clinton,2,Strongly agree,30-39 years old,Black
69,Male,Less than high school,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Trump,2,NA,60-69 years old,White
66,Female,Bachelors,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,1,NA,60-69 years old,Black
NA,Female,Bachelors,Yes,"$20,000 ~ $39,999",Too much,Too much,Too little,Too much,NA,NA,Too much,Trump,1,Strongly agree,NA,White
63,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,60-69 years old,White
67,Female,Bachelors,Yes,"$90,000 ~ $129,999",About right,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,Agree,60-69 years old,White
67,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,Disagree,60-69 years old,White
81,Female,Associate College,Yes,"Under $10,000",NA,NA,NA,NA,About right,About right,About right,Trump,1,NA,80-89 years old,White
43,Female,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,40-49 years old,White
NA,Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,NA,NA,White
30,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,Too much,Trump,1,NA,30-39 years old,Other
NA,Male,High School,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,Disagree,NA,White
66,Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,NA,60-69 years old,White
57,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,50-59 years old,White
40,Male,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too little,Other,NA,NA,40-49 years old,White
70,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,About right,Too much,Too little,NA,NA,About right,Clinton,2,NA,70-79 years old,White
79,Female,Bachelors,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,2,Disagree,70-79 years old,White
78,Female,Less than high school,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,70-79 years old,White
53,Female,High School,Yes,"$60,000 ~ $89,999",Too little,About right,Too little,Too much,NA,NA,Too little,Trump,NA,Agree,50-59 years old,White
41,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,NA,40-49 years old,White
69,Female,Bachelors,Yes,"$60,000 ~ $89,999",About right,About right,Too little,About right,NA,NA,Too little,Clinton,1,Neither,60-69 years old,White
56,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,50-59 years old,Black
64,Male,Bachelors,Yes,"$170,000 or over",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,NA,Strongly disagree,60-69 years old,White
60,Female,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,1,Neither,60-69 years old,Black
66,Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too much,About right,Too much,NA,NA,About right,Clinton,1,Agree,60-69 years old,Other
62,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,1,NA,60-69 years old,White
68,Male,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,1,NA,60-69 years old,White
55,Female,High School,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,Neither,50-59 years old,White
NA,Female,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,NA,White
39,Female,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,30-39 years old,Black
51,Male,Associate College,No,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,50-59 years old,Asian
75,Female,Graduate,Yes,"$60,000 ~ $89,999",About right,Too little,About right,Too little,NA,NA,About right,Clinton,NA,Agree,70-79 years old,White
60,Female,Graduate,Yes,"Under $10,000",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,60-69 years old,White
50,Female,High School,No,NA,Too little,Too little,Too little,Too little,NA,NA,Too little,Clinton,3,NA,50-59 years old,Black
89,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,NA,NA,NA,Trump,NA,Agree,80-89 years old,White
63,Female,Associate College,No,NA,NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Disagree,60-69 years old,Black
46,Male,Graduate,Yes,"$170,000 or over",Too little,Too much,About right,Too much,NA,NA,Too much,Trump,1,Agree,40-49 years old,White
53,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,NA,Neither,50-59 years old,Black
54,Female,Less than high school,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,2,Agree,50-59 years old,Black
55,Male,High School,Yes,NA,Too little,Too much,Too little,Too much,NA,NA,Too little,Did not vote,1,NA,50-59 years old,White
72,Female,Graduate,Yes,"$60,000 ~ $89,999",About right,Too little,Too much,About right,NA,NA,About right,Clinton,2,NA,70-79 years old,White
NA,Male,Bachelors,Yes,NA,Too little,About right,About right,About right,NA,NA,Too little,Clinton,NA,NA,NA,White
66,Male,Graduate,Yes,"$170,000 or over",Too little,About right,Too much,About right,NA,NA,About right,Clinton,2,Disagree,60-69 years old,White
66,Male,Bachelors,Yes,NA,Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,2,NA,60-69 years old,White
52,NA,NA,NA,"Under $10,000",Too little,Too little,Too little,About right,NA,NA,Too little,Clinton,2,NA,50-59 years old,Black
42,Female,Bachelors,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,1,Neither,40-49 years old,Black
27,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,1,NA,20-29 years old,Black
64,Male,Associate College,No,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,60-69 years old,Other
32,Female,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,30-39 years old,White
49,Male,High School,Yes,"$170,000 or over",Too much,Too much,Too little,About right,NA,NA,Too little,Trump,1,Strongly agree,40-49 years old,Hispanic
53,Male,Associate College,Yes,"$60,000 ~ $89,999",Too much,Too much,Too little,Too much,NA,NA,Too much,Other,NA,Agree,50-59 years old,White
40,Female,Graduate,Yes,"$170,000 or over",Too little,About right,Too little,Too much,NA,NA,About right,Clinton,2,Disagree,40-49 years old,White
55,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,NA,NA,Too much,NA,NA,Too little,Clinton,1,Agree,50-59 years old,White
45,Female,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,40-49 years old,White
81,Male,High School,Yes,"$60,000 ~ $89,999",About right,About right,About right,About right,NA,NA,About right,Trump,NA,Agree,80-89 years old,White
68,Male,High School,Yes,"$20,000 ~ $39,999",About right,About right,Too little,Too much,NA,NA,Too little,Trump,1,Agree,60-69 years old,White
67,Male,Associate College,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,Too much,About right,Did not vote,1,NA,60-69 years old,White
24,Male,Bachelors,Yes,"Under $10,000",Too little,Too much,Too little,Too much,NA,NA,Too much,Trump,NA,Strongly agree,20-29 years old,White
